gene,genotype,experiment,droplet_count,mean_droplet_area,total_adipose_area,mean_feret,mean_circularity,mean_roundness,data_source
ptprdb,control,expt1,6.5,412.6550833,4951.861,23.43466667,0.741333333,0.722583333,morphology
ptprdb,control,expt1,65.5,4342.506077,564525.79,88.13761538,0.740115385,0.709130769,morphology
ptprdb,control,expt1,12.5,547.1221667,13130.932,26.80879167,0.738541667,0.708416667,morphology
ptprdb,control,expt1,6.5,709.7216667,8516.66,31.18558333,0.801833333,0.75025,morphology
ptprdb,control,expt1,9.0,523.3892353,8897.617,25.74905882,0.763470588,0.721941176,morphology
ptprdb,control,expt1,5.5,206.4345,2064.345,17.6132,0.7535,0.683,morphology
ptprdb,control,expt1,24.0,727.9713191,34214.652,30.60261702,0.766765957,0.760553191,morphology
ptprdb,control,expt1,13.0,569.54912,14238.728,25.95228,0.79052,0.76856,morphology
ptprdb,control,expt2,20.5,1745.290025,69811.601,44.3271,0.76465,0.72225,morphology
ptprdb,control,expt2,22.0,521.3540698,22418.225,22.10055814,0.733930233,0.730465116,morphology
ptprdb,control,expt2,35.5,212.3696143,14865.873,16.74777143,0.757414286,0.719357143,morphology
ptprdb,control,expt2,35.0,2177.220449,150228.211,56.83989855,0.787623188,0.738028986,morphology
ptprdb,control,expt2,37.0,2711.631753,197949.118,60.149,0.784273973,0.743041096,morphology
ptprdb,control,expt2,29.0,2777.453053,158314.824,65.55361404,0.777122807,0.727719298,morphology
ptprdb,control,expt2,59.0,3122.723889,365358.695,72.27042735,0.765128205,0.722692308,morphology
ptprdb,control,expt2,52.0,3771.788641,388494.23,81.40435922,0.754087379,0.690699029,morphology
ptprdb,control,expt2,31.5,1204.146871,74657.106,37.48280645,0.78483871,0.764451613,morphology
ptprdb,control,expt2,56.0,5305.417468,588901.339,96.83327928,0.760918919,0.716198198,morphology
ptprdb,control,expt2,3.0,915.944,4579.72,31.2384,0.6918,0.6256,morphology
ptprdb,control,expt2,1.0,88.033,88.033,13.419,0.774,0.711,morphology
ptprdb,control,expt2,11.0,67.54938095,1418.537,9.96247619,0.726,0.729047619,morphology
ptprdb,control,expt2,4.0,234.0878571,1638.615,14.66828571,0.761571429,0.692857143,morphology
ptprdb,control,expt2,21.5,254.5241667,10690.015,17.86445238,0.746095238,0.712761905,morphology
ptprdb,control,expt2,27.5,1169.413926,63148.352,38.52375926,0.775685185,0.742259259,morphology
ptprdb,control,expt2,40.0,2887.823709,228138.073,68.92449367,0.746050633,0.684556962,morphology
ptprdb,mutant,expt1,1.5,180.2805,360.561,17.3355,0.81,0.7815,morphology
ptprdb,mutant,expt1,58.0,3503.204948,402868.569,76.56636522,0.763417391,0.741904348,morphology
ptprdb,mutant,expt1,50.0,2247.449253,222497.476,60.8419798,0.770676768,0.767474747,morphology
ptprdb,mutant,expt1,68.0,3446.773452,465314.416,76.93014074,0.751792593,0.722148148,morphology
ptprdb,mutant,expt1,44.5,4423.184511,389240.237,93.526625,0.719670455,0.689147727,morphology
ptprdb,mutant,expt1,42.0,1186.374976,98469.123,37.53304819,0.774096386,0.757156627,morphology
ptprdb,mutant,expt1,17.5,888.3965588,30205.483,35.04882353,0.806411765,0.8005,morphology
ptprdb,mutant,expt1,4.5,439.9945,3519.956,26.53375,0.693625,0.638625,morphology
ptprdb,mutant,expt1,7.0,247.1676923,3213.18,18.15876923,0.724307692,0.696230769,morphology
ptprdb,mutant,expt1,45.5,2045.084856,184057.637,58.70537778,0.771822222,0.754266667,morphology
ptprdb,mutant,expt1,16.5,1285.109594,41123.507,41.484375,0.77265625,0.77803125,morphology
ptprdb,mutant,expt1,58.0,2221.883609,255516.615,59.56330435,0.760069565,0.740808696,morphology
ptprdb,mutant,expt1,54.5,3344.655306,361222.773,77.70999074,0.745324074,0.712953704,morphology
ptprdb,mutant,expt2,36.0,2082.127507,147831.053,55.2575493,0.750760563,0.707929577,morphology
ptprdb,mutant,expt2,32.0,2379.205984,149889.977,64.2111746,0.781634921,0.711063492,morphology
ptprdb,mutant,expt2,43.0,1792.332965,152348.302,50.91765882,0.760952941,0.699541176,morphology
ptprdb,mutant,expt2,2.0,19.30433333,57.913,6.861333333,0.524,0.745333333,morphology
ptprdb,mutant,expt2,46.0,4060.592934,369513.957,81.61220879,0.775428571,0.722846154,morphology
ptprdb,mutant,expt2,53.0,4300.832933,451587.458,89.40641905,0.757495238,0.718285714,morphology
ptprdb,mutant,expt2,52.5,6197.648375,644555.431,106.2720769,0.753471154,0.714403846,morphology
ptprdb,mutant,expt2,77.0,7497.487804,1147115.634,121.0607124,0.738993464,0.720392157,morphology
ptprdb,mutant,expt2,1.0,1507.135,1507.135,60.442,0.717,0.627,morphology
ptprdb,mutant,expt2,22.0,2756.670651,118536.838,66.39648837,0.805813953,0.745023256,morphology
ptprdb,mutant,expt2,8.0,370.3796,5555.694,18.8556,0.750933333,0.734533333,morphology
ptprga,control,expt1,11.0,697.6096667,14649.803,29.39128571,0.771904762,0.730761905,morphology
ptprga,control,expt1,5.5,731.1992,7311.992,29.3815,0.7829,0.7738,morphology
ptprga,control,expt1,27.0,1435.263358,76068.958,44.53462264,0.779169811,0.758132075,morphology
ptprga,control,expt1,70.5,2310.934729,323530.862,60.61055714,0.759,0.735414286,morphology
ptprga,control,expt1,70.5,2619.285286,366699.94,64.8353,0.760128571,0.732757143,morphology
ptprga,control,expt1,66.0,1966.099672,257559.057,55.938,0.745900763,0.70859542,morphology
ptprga,control,expt1,30.5,971.88075,58312.845,36.18043333,0.762116667,0.70865,morphology
ptprga,control,expt1,48.5,2520.337292,241952.38,66.00045833,0.762729167,0.73603125,morphology
ptprga,control,expt1,73.0,2347.250414,340351.31,61.4774,0.773882759,0.747489655,morphology
ptprga,control,expt1,40.5,2069.157413,165532.593,57.913075,0.762325,0.69465,morphology
ptprga,control,expt1,6.5,412.6550833,4951.861,23.43466667,0.741333333,0.722583333,morphology
ptprga,control,expt1,65.5,4342.506077,564525.79,88.13761538,0.740115385,0.709130769,morphology
ptprga,control,expt1,12.5,547.1221667,13130.932,26.80879167,0.738541667,0.708416667,morphology
ptprga,control,expt1,6.5,709.7216667,8516.66,31.18558333,0.801833333,0.75025,morphology
ptprga,control,expt1,9.0,523.3892353,8897.617,25.74905882,0.763470588,0.721941176,morphology
ptprga,control,expt1,5.5,206.4345,2064.345,17.6132,0.7535,0.683,morphology
ptprga,control,expt1,24.0,727.9713191,34214.652,30.60261702,0.766765957,0.760553191,morphology
ptprga,control,expt1,13.0,569.54912,14238.728,25.95228,0.79052,0.76856,morphology
ptprga,control,expt2,20.5,1745.290025,69811.601,44.3271,0.76465,0.72225,morphology
ptprga,control,expt2,22.0,521.3540698,22418.225,22.10055814,0.733930233,0.730465116,morphology
ptprga,control,expt2,35.5,212.3696143,14865.873,16.74777143,0.757414286,0.719357143,morphology
ptprga,control,expt2,35.0,2177.220449,150228.211,56.83989855,0.787623188,0.738028986,morphology
ptprga,control,expt2,37.0,2711.631753,197949.118,60.149,0.784273973,0.743041096,morphology
ptprga,control,expt2,29.0,2777.453053,158314.824,65.55361404,0.777122807,0.727719298,morphology
ptprga,control,expt2,59.0,3122.723889,365358.695,72.27042735,0.765128205,0.722692308,morphology
ptprga,control,expt2,52.0,3771.788641,388494.23,81.40435922,0.754087379,0.690699029,morphology
ptprga,control,expt2,31.5,1204.146871,74657.106,37.48280645,0.78483871,0.764451613,morphology
ptprga,control,expt2,56.0,5305.417468,588901.339,96.83327928,0.760918919,0.716198198,morphology
ptprga,control,expt2,3.0,915.944,4579.72,31.2384,0.6918,0.6256,morphology
ptprga,control,expt2,1.0,88.033,88.033,13.419,0.774,0.711,morphology
ptprga,control,expt2,11.0,67.54938095,1418.537,9.96247619,0.726,0.729047619,morphology
ptprga,control,expt2,4.0,234.0878571,1638.615,14.66828571,0.761571429,0.692857143,morphology
ptprga,control,expt2,21.5,254.5241667,10690.015,17.86445238,0.746095238,0.712761905,morphology
ptprga,control,expt2,27.5,1169.413926,63148.352,38.52375926,0.775685185,0.742259259,morphology
ptprga,control,expt2,40.0,2887.823709,228138.073,68.92449367,0.746050633,0.684556962,morphology
ptprga,mutant,expt1,18.5,2049.605389,73785.794,54.49247222,0.762,0.735,morphology
ptprga,mutant,expt1,37.0,1468.004452,107164.325,50.31253425,0.753616438,0.724753425,morphology
ptprga,mutant,expt1,55.5,1663.659055,183002.496,50.92893636,0.777618182,0.734445455,morphology
ptprga,mutant,expt1,60.5,3272.249333,392669.92,73.17729167,0.74265,0.718908333,morphology
ptprga,mutant,expt1,78.0,5190.627168,804547.211,96.79909032,0.730877419,0.730096774,morphology
ptprga,mutant,expt1,37.5,3358.472081,248526.934,75.09217568,0.739432432,0.697891892,morphology
ptprga,mutant,expt1,81.5,2450.519148,396984.102,67.08612963,0.738135802,0.707425926,morphology
ptprga,mutant,expt1,49.0,1805.85533,175167.967,53.12747423,0.783371134,0.762731959,morphology
ptprga,mutant,expt1,43.5,2361.250128,203067.511,65.0577093,0.741534884,0.698895349,morphology
ptprga,mutant,expt1,63.5,1903.434635,239832.764,54.86134127,0.764666667,0.735611111,morphology
ptprga,mutant,expt1,7.0,122.3537692,1590.599,13.73446154,0.728538462,0.690153846,morphology
ptprga,mutant,expt1,20.0,1319.623667,51465.323,43.22548718,0.772538462,0.736564103,morphology
ptprga,mutant,expt1,8.0,491.9181333,7378.772,26.00646667,0.773133333,0.768133333,morphology
ptprga,mutant,expt1,20.5,808.60365,32344.146,32.86895,0.78645,0.7681,morphology
ptprga,mutant,expt1,41.0,1634.095148,132361.707,49.69222222,0.773765432,0.731938272,morphology
ptprga,mutant,expt1,13.5,1000.949346,26024.683,36.71507692,0.789192308,0.769538462,morphology
ptprga,mutant,expt1,24.0,1014.623766,47687.317,37.76051064,0.779106383,0.76693617,morphology
ptprga,mutant,expt1,4.5,336.577625,2692.621,22.0525,0.794625,0.690375,morphology
ptprga,mutant,expt2,22.5,72.70972727,3199.228,9.51075,0.7575,0.702204545,morphology
ptprga,mutant,expt2,8.0,187.4529333,2811.794,14.16753333,0.777466667,0.7972,morphology
ptprga,mutant,expt2,40.0,965.114481,76244.044,35.01417722,0.765607595,0.727564103,morphology
ptprga,mutant,expt2,24.5,1145.745813,54995.799,39.1940625,0.787645833,0.759851064,morphology
ptprga,mutant,expt2,78.5,2468.192667,385038.056,66.70845513,0.755628205,0.717724359,morphology
ptprga,mutant,expt2,82.5,2403.696049,394206.152,58.93078659,0.773847561,0.732115854,morphology
ptprga,mutant,expt2,66.0,3165.408779,414668.55,73.59181679,0.753625954,0.703801527,morphology
ptprga,mutant,expt2,73.5,3806.503144,555749.459,82.4340137,0.756287671,0.723479452,morphology
ptprga,mutant,expt2,43.5,2800.753733,240864.821,64.55193023,0.764976744,0.729930233,morphology
ptprga,mutant,expt2,74.5,4428.008804,655345.303,90.80826351,0.746702703,0.705756757,morphology
ptprga,mutant,expt2,1.0,104.925,104.925,14.69,0.807,0.747,morphology
ptprga,mutant,expt2,4.5,997.284625,7978.277,37.151375,0.768875,0.757,morphology
ptprga,mutant,expt2,6.0,161.7971818,1779.769,13.88736364,0.696545455,0.665545455,morphology
ptprga,mutant,expt2,21.0,244.374878,10019.37,16.69480488,0.78402439,0.746219512,morphology
ptprga,mutant,expt2,25.0,563.1582449,27594.754,24.4045102,0.780326531,0.746367347,morphology
ptprga,mutant,expt2,27.0,724.1629434,38380.636,30.81354717,0.783679245,0.722075472,morphology
ptprga,mutant,expt2,15.0,491.3346207,14248.704,26.18137931,0.804413793,0.742793103,morphology
runx1t1,control,expt1,44.0,1598.995253,139112.587,49.50956322,0.750908046,0.711022989,morphology
runx1t1,control,expt1,12.0,44.55891304,1024.855,9.125608696,0.727391304,0.62873913,morphology
runx1t1,control,expt1,16.0,1381.702613,42832.781,42.75422581,0.75516129,0.711612903,morphology
runx1t1,control,expt1,2.5,63.524,254.096,10.524,0.7415,0.76525,morphology
runx1t1,control,expt1,70.5,2986.793029,418151.024,72.94478571,0.744085714,0.714457143,morphology
runx1t1,control,expt1,18.0,402.9513429,14103.297,21.84291429,0.705057143,0.685176471,morphology
runx1t1,control,expt1,89.5,2432.879927,433052.627,64.82193258,0.730488764,0.705280899,morphology
runx1t1,control,expt1,1.0,29.955,29.955,14.132,0.365,0.244,morphology
runx1t1,control,expt1,1.0,613.084,613.084,34.644,0.786,0.65,morphology
runx1t1,control,expt1,3.5,13.31333333,79.88,5.716833333,0.7665,0.684,morphology
runx1t1,control,expt1,27.0,1034.642321,54836.043,39.12949057,0.762773585,0.674377358,morphology
runx1t1,control,expt1,17.0,1287.611,42491.163,44.81860606,0.743,0.71369697,morphology
runx1t1,control,expt1,17.0,479.6648182,15828.939,24.87,0.769727273,0.752727273,morphology
runx1t1,control,expt1,18.5,490.3213056,17651.567,23.77308333,0.732305556,0.699,morphology
runx1t1,mutant,expt1,1.5,1263.5375,2527.075,44.6855,0.86,0.875,morphology
runx1t1,mutant,expt1,59.5,2510.863373,296281.878,65.13860169,0.751813559,0.727381356,morphology
runx1t1,mutant,expt1,42.5,1523.777536,127997.313,46.45315476,0.76452381,0.729761905,morphology
runx1t1,mutant,expt1,147.0,2961.262799,867650.0,72.34587031,0.730136519,0.720508532,morphology
runx1t1,mutant,expt1,10.0,140.4572632,2668.688,12.56242105,0.760842105,0.755894737,morphology
runx1t1,mutant,expt1,1.0,197.459,197.459,20.852,0.768,0.612,morphology
runx1t1,mutant,expt1,10.0,811.1456842,15411.768,31.96478947,0.779157895,0.756578947,morphology
runx1t1,mutant,expt1,43.0,2649.522941,225209.45,65.52762353,0.7546,0.701611765,morphology
runx1t1,mutant,expt1,57.5,1572.829904,179302.609,50.37162281,0.744219298,0.741859649,morphology
runx1t1,mutant,expt1,61.5,2361.234787,288070.644,66.327,0.715934426,0.681647541,morphology
runx1t1,mutant,expt2,32.5,580.015625,37121.0,28.30042188,0.77778125,0.760296875,morphology
runx1t1,mutant,expt2,3.0,152.8,764.0,15.5538,0.7612,0.7676,morphology
runx1t1,mutant,expt2,61.0,682.7520661,82613.0,31.31831405,0.746380165,0.710768595,morphology
runx1t1,mutant,expt2,63.0,2457.432,307179.0,68.744192,0.725584,0.713384,morphology
runx1t1,mutant,expt2,95.5,1841.447368,349875.0,58.64094737,0.727036842,0.702063158,morphology
runx1t1,mutant,expt2,2.0,175.6666667,527.0,14.65266667,0.755666667,0.705333333,morphology
runx1t1,mutant,expt2,24.0,237.8510638,11179.0,17.70348936,0.797276596,0.769,morphology
runx1t1,mutant,expt2,8.0,120.6,1809.0,12.62786667,0.796533333,0.807333333,morphology
runx1t1,mutant,expt2,34.5,774.3529412,52656.0,32.86702941,0.804279412,0.779102941,morphology
runx1t1,mutant,expt2,27.5,421.962963,22786.0,22.69385185,0.793074074,0.758703704,morphology
runx1t1,mutant,expt2,29.0,337.0,19209.0,20.12233333,0.787824561,0.747052632,morphology
runx1t1,mutant,expt2,40.5,1126.2875,90103.0,41.9924875,0.7754375,0.7283875,morphology
runx1t1,control,expt2,22.5,215.6136364,9487.0,16.33590909,0.785522727,0.764977273,morphology
runx1t1,control,expt2,36.0,1045.971831,74264.0,40.62808451,0.771760563,0.740183099,morphology
runx1t1,control,expt2,20.5,526.9,21076.0,26.68125,0.81125,0.7996,morphology
runx1t1,control,expt2,52.5,1496.25,155610.0,49.56405769,0.751134615,0.702067308,morphology
runx1t1,control,expt2,36.5,1409.833333,101508.0,48.45491667,0.764013889,0.718166667,morphology
runx1t1,control,expt2,45.5,1052.777778,94750.0,41.84785556,0.753388889,0.714711111,morphology
runx1t1,control,expt2,67.5,1765.074627,236520.0,55.51829104,0.756731343,0.726761194,morphology
runx1t1,control,expt2,59.5,1389.635593,163977.0,47.19748305,0.766957627,0.734084746,morphology
runx1t1,control,expt2,74.5,1341.155405,198491.0,47.19634459,0.757445946,0.731513514,morphology
runx1t1,control,expt2,13.0,398.56,9964.0,22.68936,0.81876,0.76096,morphology
runx1t1,control,expt2,9.5,58.22222222,1048.0,9.948722222,0.7585,0.666944444,morphology
runx1t1,control,expt2,1.0,16.0,16.0,5.0,0.914,1.0,morphology
runx1t1,control,expt2,32.5,234.640625,15017.0,15.38123438,0.764296875,0.769921875,morphology
runx1t1,control,expt2,16.5,139.28125,4457.0,13.7933125,0.76321875,0.76134375,morphology
runx1t1,control,expt2,4.5,89.25,714.0,12.788875,0.772,0.72175,morphology
sdk1a,control,expt1,44.0,1598.995253,139112.587,49.50956322,0.750908046,0.711022989,morphology
sdk1a,control,expt1,12.0,44.55891304,1024.855,9.125608696,0.727391304,0.62873913,morphology
sdk1a,control,expt1,16.0,1381.702613,42832.781,42.75422581,0.75516129,0.711612903,morphology
sdk1a,control,expt1,2.5,63.524,254.096,10.524,0.7415,0.76525,morphology
sdk1a,control,expt1,70.5,2986.793029,418151.024,72.94478571,0.744085714,0.714457143,morphology
sdk1a,control,expt1,18.0,402.9513429,14103.297,21.84291429,0.705057143,0.685176471,morphology
sdk1a,control,expt1,89.5,2432.879927,433052.627,64.82193258,0.730488764,0.705280899,morphology
sdk1a,control,expt1,1.0,29.955,29.955,14.132,0.365,0.244,morphology
sdk1a,control,expt1,1.0,613.084,613.084,34.644,0.786,0.65,morphology
sdk1a,control,expt1,3.5,13.31333333,79.88,5.716833333,0.7665,0.684,morphology
sdk1a,control,expt1,27.0,1034.642321,54836.043,39.12949057,0.762773585,0.674377358,morphology
sdk1a,control,expt1,17.0,1287.611,42491.163,44.81860606,0.743,0.71369697,morphology
sdk1a,control,expt1,17.0,479.6648182,15828.939,24.87,0.769727273,0.752727273,morphology
sdk1a,control,expt1,18.5,490.3213056,17651.567,23.77308333,0.732305556,0.699,morphology
sdk1a,mutant,expt1,23.5,771.759587,35500.941,33.82215217,0.761456522,0.704717391,morphology
sdk1a,mutant,expt1,36.5,1194.575681,86009.449,40.24679167,0.742513889,0.707972222,morphology
sdk1a,mutant,expt1,60.5,2611.080933,313329.712,68.820225,0.740608333,0.695075,morphology
sdk1a,mutant,expt1,85.5,2567.258765,436433.99,68.47806471,0.744582353,0.723141176,morphology
sdk1a,mutant,expt1,65.5,2585.131031,336067.034,66.99385385,0.741084615,0.721476923,morphology
sdk1a,mutant,expt1,1.0,96.156,96.156,12.659,0.899,0.842,morphology
sdk1a,mutant,expt1,37.0,1387.401315,101280.296,44.74532877,0.766068493,0.728986301,morphology
sdk1a,mutant,expt1,35.5,2299.6735,160977.145,63.31342857,0.742385714,0.717885714,morphology
sdk1a,mutant,expt1,39.0,2446.878416,188409.638,64.32475325,0.737714286,0.716506494,morphology
sdk1a,mutant,expt1,34.5,1079.416059,73400.292,40.778,0.753720588,0.745220588,morphology
sdk1a,mutant,expt1,21.0,1358.16522,55684.774,45.16273171,0.725780488,0.67595122,morphology
sdk1a,mutant,expt1,46.0,2079.814582,189263.127,59.11716484,0.737934066,0.714153846,morphology
sdk1a,mutant,expt2,9.0,138.7647059,2359.0,13.08211765,0.787647059,0.753411765,morphology
sdk1a,mutant,expt2,50.0,853.8888889,84535.0,37.30044444,0.751333333,0.711676768,morphology
sdk1a,mutant,expt2,57.0,1275.247788,144103.0,46.18026549,0.754070796,0.691654867,morphology
sdk1a,mutant,expt2,81.5,966.5987654,156589.0,41.03202469,0.750753086,0.706623457,morphology
sdk1a,mutant,expt2,74.5,1399.135135,207072.0,49.21514189,0.746337838,0.713527027,morphology
sdk1a,mutant,expt2,3.0,578.2,2891.0,29.332,0.7494,0.6794,morphology
sdk1a,mutant,expt2,17.5,165.2058824,5617.0,14.91523529,0.778558824,0.750382353,morphology
sdk1a,mutant,expt2,26.5,878.6923077,45692.0,37.36725,0.763538462,0.718076923,morphology
sdk1a,mutant,expt2,32.5,680.078125,43525.0,30.59535938,0.789984375,0.733625,morphology
sdk1a,mutant,expt2,42.5,727.6547619,61123.0,32.75834524,0.770392857,0.739559524,morphology
sdk1a,mutant,expt2,78.0,1828.412903,283404.0,58.65436774,0.742754839,0.688670968,morphology
sdk1a,mutant,expt2,60.0,1030.890756,122676.0,42.02861345,0.757168067,0.710705882,morphology
sdk1a,mutant,expt2,55.0,1233.009174,134398.0,45.80875229,0.754229358,0.710357798,morphology
sdk1a,control,expt2,22.5,215.6136364,9487.0,16.33590909,0.785522727,0.764977273,morphology
sdk1a,control,expt2,36.0,1045.971831,74264.0,40.62808451,0.771760563,0.740183099,morphology
sdk1a,control,expt2,20.5,526.9,21076.0,26.68125,0.81125,0.7996,morphology
sdk1a,control,expt2,52.5,1496.25,155610.0,49.56405769,0.751134615,0.702067308,morphology
sdk1a,control,expt2,36.5,1409.833333,101508.0,48.45491667,0.764013889,0.718166667,morphology
sdk1a,control,expt2,45.5,1052.777778,94750.0,41.84785556,0.753388889,0.714711111,morphology
sdk1a,control,expt2,67.5,1765.074627,236520.0,55.51829104,0.756731343,0.726761194,morphology
sdk1a,control,expt2,59.5,1389.635593,163977.0,47.19748305,0.766957627,0.734084746,morphology
sdk1a,control,expt2,74.5,1341.155405,198491.0,47.19634459,0.757445946,0.731513514,morphology
sdk1a,control,expt2,13.0,398.56,9964.0,22.68936,0.81876,0.76096,morphology
sdk1a,control,expt2,9.5,58.22222222,1048.0,9.948722222,0.7585,0.666944444,morphology
sdk1a,control,expt2,1.0,16.0,16.0,5.0,0.914,1.0,morphology
sdk1a,control,expt2,32.5,234.640625,15017.0,15.38123438,0.764296875,0.769921875,morphology
sdk1a,control,expt2,16.5,139.28125,4457.0,13.7933125,0.76321875,0.76134375,morphology
sdk1a,control,expt2,4.5,89.25,714.0,12.788875,0.772,0.72175,morphology
sparc,control,expt1,2.0,766.9546667,2300.864,35.53766667,0.841666667,0.786333333,morphology
sparc,control,expt1,24.5,985.9119583,47323.774,35.07783333,0.778583333,0.763541667,morphology
sparc,control,expt1,48.0,1718.013589,163211.291,50.72262105,0.759642105,0.749431579,morphology
sparc,control,expt1,35.5,750.7350286,52551.452,30.15515714,0.771785714,0.737542857,morphology
sparc,control,expt1,25.0,970.3863878,47548.933,37.72642857,0.778285714,0.749836735,morphology
sparc,control,expt1,77.0,1321.336595,202164.499,42.45484314,0.764065359,0.737627451,morphology
sparc,control,expt1,120.5,1621.720833,389213.0,52.94219167,0.745116667,0.71535,morphology
sparc,control,expt1,2.0,1079.719333,3239.158,44.931,0.795,0.768666667,morphology
sparc,control,expt1,1.5,1065.408,2130.816,37.7165,0.8205,0.6965,morphology
sparc,control,expt1,1.0,85.872,85.872,12.64,0.843,0.853,morphology
sparc,control,expt1,33.0,982.0166462,63831.082,35.41043077,0.7456,0.715523077,morphology
sparc,control,expt2,31.5,1260.856629,78173.111,39.89846774,0.740983871,0.696306452,morphology
sparc,control,expt2,18.0,94.33502857,3301.726,10.94297143,0.772114286,0.723028571,morphology
sparc,control,expt2,7.0,59.29584615,770.846,8.966230769,0.725461538,0.695153846,morphology
sparc,control,expt2,30.5,1446.937433,86816.246,45.505,0.746866667,0.72735,morphology
sparc,control,expt2,25.5,1509.424,75471.2,44.79972,0.74578,0.72358,morphology
sparc,control,expt2,68.0,1608.307378,217121.496,51.71678519,0.748377778,0.711585185,morphology
sparc,control,expt2,46.5,1577.22962,145105.125,47.89988043,0.750880435,0.724923913,morphology
sparc,control,expt2,31.5,1503.237145,93200.703,49.57183871,0.746887097,0.748274194,morphology
sparc,control,expt2,88.5,1282.630682,225743.0,48.04909091,0.735801136,0.696982955,morphology
sparc,control,expt2,5.0,54.585,491.265,9.728333333,0.609333333,0.800444444,morphology
sparc,control,expt2,1.0,59.91,59.91,12.074,0.708,0.531,morphology
sparc,control,expt2,1.0,267.6,267.6,25.476,0.752,0.644,morphology
sparc,control,expt2,1.0,175.046,175.046,19.706,0.837,0.642,morphology
sparc,mutant,expt1,94.0,1490.358289,278697.0,52.93028877,0.747449198,0.70940107,morphology
sparc,mutant,expt1,35.0,816.7125217,56353.164,32.91321739,0.794130435,0.769753623,morphology
sparc,mutant,expt1,103.5,1181.359223,243360.0,45.16363107,0.758228155,0.70415534,morphology
sparc,mutant,expt1,128.0,1129.8,288099.0,43.51078824,0.764286275,0.735686275,morphology
sparc,mutant,expt1,55.0,1565.544615,170644.363,50.32354128,0.761816514,0.711926606,morphology
sparc,mutant,expt1,1.0,87.487,87.487,16.077,0.629,0.47,morphology
sparc,mutant,expt1,38.5,934.5198816,71023.511,34.20614474,0.784486842,0.764184211,morphology
sparc,mutant,expt1,5.5,713.0189,7130.189,31.7033,0.7921,0.7444,morphology
sparc,mutant,expt1,35.5,1964.707457,137529.522,54.44508571,0.7854,0.763228571,morphology
sparc,mutant,expt1,20.5,665.399925,26615.997,28.286575,0.76115,0.767475,morphology
sparc,mutant,expt2,1.5,38.0145,76.029,10.101,0.69,0.647,morphology
sparc,mutant,expt2,18.5,344.0737778,12386.656,19.79186111,0.718361111,0.691085714,morphology
sparc,mutant,expt2,59.0,2560.705188,299602.507,65.08625641,0.754854701,0.723076923,morphology
sparc,mutant,expt2,30.0,882.4330678,52063.551,35.07527119,0.75059322,0.735206897,morphology
sparc,mutant,expt2,27.5,1016.678167,54900.621,38.35231481,0.765592593,0.727796296,morphology
sparc,mutant,expt2,48.0,1351.812905,128422.226,44.31028421,0.758831579,0.718410526,morphology
sparc,mutant,expt2,85.0,1907.698651,322401.072,56.71216568,0.744420118,0.737899408,morphology
sparc,mutant,expt2,6.5,88.37225,1060.467,14.06,0.661,0.616416667,morphology
sparc,mutant,expt2,3.0,51.5366,257.683,9.8356,0.5838,0.7495,morphology
sparc,mutant,expt2,22.0,563.0021163,24209.091,25.62944186,0.713255814,0.69972093,morphology
sparc,mutant,expt2,3.5,83.36483333,500.189,12.83716667,0.653,0.712333333,morphology
sparc,mutant,expt2,27.0,570.2896038,30225.349,25.18869811,0.709150943,0.685773585,morphology
sparc,mutant,expt2,1.0,832.313,832.313,38.086,0.811,0.806,morphology
srpx,control,expt1,72.0,4459.861182,637760.149,90.79726573,0.736,0.698,morphology
srpx,control,expt1,42.5,2270.682179,190737.303,58.40561905,0.759119048,0.716797619,morphology
srpx,control,expt1,61.0,4126.377992,499291.737,88.00638017,0.74361157,0.716661157,morphology
srpx,control,expt1,80.0,3506.817528,557583.987,77.15443396,0.752616352,0.737081761,morphology
srpx,control,expt1,46.0,5710.636209,519667.895,100.8350989,0.739164835,0.728461538,morphology
srpx,control,expt1,1.5,96.8555,193.711,16.5645,0.5795,0.696,morphology
srpx,control,expt1,31.0,1307.553902,79760.788,46.01559016,0.780327869,0.731311475,morphology
srpx,control,expt1,23.0,1056.598556,47546.935,39.23128889,0.792288889,0.729888889,morphology
srpx,control,expt1,12.0,756.9556957,17409.981,30.46330435,0.813956522,0.781826087,morphology
srpx,control,expt1,18.0,1583.290686,55415.174,49.33154286,0.802057143,0.780914286,morphology
srpx,control,expt1,26.0,1685.917686,85981.802,51.97931373,0.773588235,0.761098039,morphology
srpx,control,expt1,17.5,719.7792353,24472.494,31.99205882,0.789029412,0.762176471,morphology
srpx,control,expt1,37.0,1812.14074,132286.274,51.56232877,0.777054795,0.774506849,morphology
srpx,control,expt2,,2679.134238,225047.276,64.9419881,0.744964286,0.6905,morphology
srpx,control,expt2,,5726.158746,1534610.544,98.5988806,0.735436567,0.721287313,morphology
srpx,control,expt2,,583.45,10502.1,27.50561111,0.771777778,0.668388889,morphology
srpx,control,expt2,,625.0968409,27504.261,27.84038636,0.796045455,0.764204545,morphology
srpx,control,expt2,,333.6687,3336.687,16.2269,0.8028,0.7564,morphology
srpx,control,expt2,,1596.591423,83022.754,47.58821154,0.789846154,0.747403846,morphology
srpx,control,expt2,,2398.833076,474968.949,62.05400505,0.765525253,0.737808081,morphology
srpx,control,expt2,,4014.758815,369357.811,83.7901087,0.751826087,0.703608696,morphology
srpx,control,expt2,,3935.570158,598206.664,83.29134211,0.742598684,0.687519737,morphology
