gene,genotype,experiment,droplet_count,mean_droplet_area,total_adipose_area,mean_feret,mean_circularity,mean_roundness,data_source
nav3,mutant,expt2,1.0,377.789,377.789,30.337,0.728,0.736,morphology
nav3,mutant,expt2,48.5,1747.569125,167766.636,54.19878125,0.760791667,0.697375,morphology
nav3,mutant,expt2,50.0,1925.992394,190673.247,54.46881818,0.772353535,0.728232323,morphology
nav3,mutant,expt2,21.0,2056.91522,84333.524,53.01112195,0.795414634,0.767707317,morphology
nav3,mutant,expt2,51.5,6082.340255,620398.706,105.5564706,0.759862745,0.727441176,morphology
nav3,mutant,expt2,77.5,4166.376773,641622.023,89.99524675,0.73988961,0.691967532,morphology
nav3,mutant,expt2,41.0,4121.100802,333809.165,87.87949383,0.757617284,0.721876543,morphology
nav3,mutant,expt2,1.0,954.519,954.519,45.051,0.753,0.589,morphology
nav3,mutant,expt2,5.0,192.4667778,1732.201,15.66811111,0.776444444,0.707888889,morphology
nav3,mutant,expt2,14.0,243.0768148,6563.074,14.90492593,0.716074074,0.675740741,morphology
nav3,mutant,expt2,30.0,1433.328017,84566.353,47.23613559,0.787288136,0.766627119,morphology
nav3,mutant,expt2,9.0,182.1564706,3096.66,14.91341176,0.679588235,0.698764706,morphology
nav3,mutant,expt2,11.0,345.4450476,7254.346,22.81461905,0.775857143,0.756857143,morphology
nav3,mutant,expt2,19.0,1000.763892,37028.264,37.08986486,0.806081081,0.774162162,morphology
nav3,mutant,expt2,40.5,1638.4379,131075.032,48.712725,0.77565,0.7327375,morphology
nav3,mutant,expt3,,3369.932074,272964.498,77.13588889,0.766308642,0.726814815,morphology
nav3,mutant,expt3,,2979.301764,315805.987,74.36975472,0.758169811,0.716943396,morphology
nav3,mutant,expt3,,5641.199776,930797.963,104.5176242,0.736757576,0.692387879,morphology
nav3,mutant,expt3,,4127.607403,656289.577,86.67479245,0.746220126,0.724157233,morphology
nav3,mutant,expt3,,4870.64755,725726.485,97.55490604,0.736946309,0.708657718,morphology
nav3,mutant,expt3,,5780.833913,595425.893,105.3078058,0.74738835,0.696679612,morphology
nav3,mutant,expt3,,29.955,29.955,9.993,0.518,0.822,morphology
nav3,mutant,expt3,,218.7257368,4155.789,16.22663158,0.773263158,0.729789474,morphology
nav3,mutant,expt3,,435.3492609,10013.033,24.28482609,0.745608696,0.689695652,morphology
nav3,mutant,expt3,,559.2783143,19574.741,27.3174,0.773514286,0.706857143,morphology
nav3,mutant,expt3,,1825.886415,118682.617,51.31264615,0.752076923,0.674292308,morphology
nav3,mutant,expt3,,2391.896774,253541.058,61.26159434,0.758971698,0.722084906,morphology
nav3,mutant,expt3,,1900.505316,180548.005,53.68690526,0.760642105,0.719873684,morphology
nav3,mutant,expt3,,3769.319452,316622.834,85.9839881,0.72997619,0.677547619,morphology
pard3ab,control,expt2,1.5,447.7265,895.453,22.931,0.8355,0.81,morphology
pard3ab,control,expt2,3.5,802.3015,4813.809,28.91983333,0.721,0.735833333,morphology
pard3ab,control,expt2,5.5,823.3356,8233.356,34.7934,0.7946,0.7361,morphology
pard3ab,control,expt2,13.5,1115.865115,29012.493,43.85788462,0.792769231,0.719,morphology
pard3ab,control,expt2,15.0,796.3005517,23092.716,32.09593103,0.785344828,0.736586207,morphology
pard3ab,control,expt2,30.5,1456.375667,87382.54,47.73891667,0.785966667,0.765983333,morphology
pard3ab,control,expt2,33.5,2700.115682,178207.635,65.87428788,0.774227273,0.750409091,morphology
pard3ab,control,expt2,24.0,1396.640681,65642.112,43.20261702,0.807361702,0.780723404,morphology
pard3ab,control,expt2,17.5,1405.853235,47799.01,41.93923529,0.812088235,0.778617647,morphology
pard3ab,control,expt2,70.0,4027.181388,559778.213,87.97005036,0.741021583,0.663007194,morphology
pard3ab,control,expt2,79.5,3615.256304,571210.496,81.8585,0.75935443,0.715727848,morphology
pard3ab,control,expt2,54.5,3606.650676,389518.273,82.87365741,0.745814815,0.690898148,morphology
pard3ab,control,expt2,1.0,768.132,768.132,42.328,0.772,0.568,morphology
pard3ab,control,expt2,1.5,2338.051,4676.102,62.891,0.795,0.921,morphology
pard3ab,control,expt2,4.5,1857.721375,14861.771,56.542125,0.76,0.66925,morphology
pard3ab,control,expt2,6.0,1132.746727,12460.214,38.33436364,0.784454545,0.764545455,morphology
pard3ab,control,expt2,1.5,200.325,400.65,21.394,0.744,0.701,morphology
pard3ab,control,expt2,4.5,521.345625,4170.765,24.501,0.80175,0.711375,morphology
pard3ab,mutant,expt1,17.5,1226.755794,41709.697,40.68214706,0.781323529,0.736264706,morphology
pard3ab,mutant,expt1,13.0,608.73188,15218.297,28.59096,0.7882,0.74904,morphology
pard3ab,mutant,expt1,21.0,583.6687805,23930.42,29.00063415,0.795658537,0.766658537,morphology
pard3ab,mutant,expt1,46.0,1422.653549,129461.473,46.4369011,0.782747253,0.760791209,morphology
pard3ab,mutant,expt1,26.5,1426.002788,74152.145,47.08894231,0.787826923,0.740788462,morphology
pard3ab,mutant,expt1,43.5,2391.921698,205705.266,64.14188372,0.764325581,0.724662791,morphology
pard3ab,mutant,expt1,37.5,3875.967973,286821.63,82.01136486,0.773094595,0.737364865,morphology
pard3ab,mutant,expt1,64.0,3273.082685,415681.501,76.84959843,0.759456693,0.720181102,morphology
pard3ab,mutant,expt1,46.5,4026.308435,370420.376,85.39933696,0.761945652,0.724086957,morphology
pard3ab,mutant,expt1,41.0,3384.004012,274104.325,76.96306173,0.76837037,0.71408642,morphology
pard3ab,mutant,expt1,35.5,2012.3638,140865.466,54.42762857,0.767485714,0.725914286,morphology
pard3ab,mutant,expt1,1.0,56.69,56.69,13.499,0.587,0.523,morphology
pard3ab,mutant,expt1,1.5,45.555,91.11,13.5665,0.4995,0.519,morphology
pard3ab,mutant,expt1,3.0,170.476,852.38,18.8996,0.7708,0.7034,morphology
pard3ab,mutant,expt1,8.5,275.1210625,4401.937,20.0835,0.7595625,0.75075,morphology
pard3ab,mutant,expt1,12.5,608.2498333,14597.996,26.57345833,0.78925,0.764416667,morphology
pard3ab,mutant,expt2,2.0,505.7013333,1517.104,31.425,0.688,0.583333333,morphology
pard3ab,mutant,expt2,20.5,1387.148675,55485.947,44.30065,0.809725,0.7678,morphology
pard3ab,mutant,expt2,44.0,2188.600057,190408.205,59.68943678,0.775655172,0.736045977,morphology
pard3ab,mutant,expt2,33.0,4129.6676,268428.394,80.81421538,0.780707692,0.749215385,morphology
pard3ab,mutant,expt2,46.0,3912.633055,356049.608,84.76547253,0.758516484,0.709714286,morphology
pard3ab,mutant,expt2,48.0,2808.877211,266843.335,70.64917895,0.751263158,0.693452632,morphology
pard3ab,mutant,expt2,91.0,2742.109122,496321.751,68.06451381,0.763088398,0.712320442,morphology
pard3ab,mutant,expt2,64.5,3693.544609,472773.71,83.37828125,0.752109375,0.6865625,morphology
pard3ab,mutant,expt2,1.5,757.5575,1515.115,38.6725,0.809,0.677,morphology
pard3ab,mutant,expt2,2.5,858.466,3433.864,38.363,0.806,0.7225,morphology
pard3ab,mutant,expt2,3.0,930.9406,4654.703,32.9622,0.7596,0.6792,morphology
pard3ab,mutant,expt2,3.0,927.3618,4636.809,38.383,0.7078,0.6612,morphology
pard3ab,mutant,expt2,25.5,618.1352,30906.76,27.4195,0.79356,0.74368,morphology
pard3ab,mutant,expt2,28.5,2067.940143,115804.648,57.29114286,0.773214286,0.717767857,morphology
pard3ab,mutant,expt2,27.0,2178.445189,115457.595,60.40577358,0.769471698,0.697358491,morphology
pard3ab,mutant,expt2,20.5,1387.148675,55485.947,44.30065,0.809725,0.7678,morphology
pid1,control,expt1,28.5,2025.030464,113401.706,53.969125,0.768803571,0.741357143,morphology
pid1,control,expt1,74.0,2413.0,354711.0,62.50289116,0.737578231,0.689789116,morphology
pid1,control,expt1,110.5,2806.181818,617360.0,71.91023636,0.74155,0.728090909,morphology
pid1,control,expt1,21.5,1670.972238,70180.834,51.92854762,0.780428571,0.735690476,morphology
pid1,control,expt1,83.5,2122.457831,352328.0,56.44935542,0.750481928,0.709006024,morphology
pid1,control,expt1,31.5,5049.376323,313061.332,95.30725806,0.750854839,0.716258065,morphology
pid1,control,expt1,28.0,2422.406836,133232.376,59.70761818,0.797490909,0.772981818,morphology
pid1,control,expt1,42.5,1110.080702,93246.779,38.01444048,0.786797619,0.775892857,morphology
pid1,control,expt1,46.5,1571.941696,144618.636,47.38881522,0.757304348,0.728197802,morphology
pid1,control,expt1,42.5,1083.518976,91015.594,41.17791667,0.776190476,0.74277381,morphology
pid1,control,expt1,68.0,1516.792593,204767.0,49.56646667,0.753925926,0.705459259,morphology
pid1,control,expt1,54.0,2846.137028,304536.662,68.94349533,0.757009346,0.706850467,morphology
pid1,control,expt1,9.5,234.3733333,4218.72,16.53483333,0.738611111,0.692555556,morphology
pid1,control,expt1,11.5,600.915,13220.13,25.35863636,0.750363636,0.732409091,morphology
pid1,control,expt2,135.5,1061.592593,286630.0,36.45475185,0.785596296,0.738622222,morphology
pid1,control,expt2,1.5,13.0,26.0,5.657,0.659,0.6875,morphology
pid1,control,expt2,40.5,495.8625,39669.0,26.7399875,0.7653875,0.718275,morphology
pid1,control,expt2,1.0,39.0,39.0,10.296,0.645,0.578,morphology
pid1,control,expt2,42.5,775.3214286,65127.0,31.6444881,0.766785714,0.725607143,morphology
pid1,control,expt2,152.5,1448.315789,440288.0,48.49219408,0.737039474,0.697898026,morphology
pid1,control,expt2,127.0,1919.671937,485677.0,58.63306719,0.743592885,0.697150198,morphology
pid1,control,expt2,116.0,1030.493506,238044.0,37.26530303,0.761354978,0.718008658,morphology
pid1,control,expt2,81.0,1471.372671,236891.0,49.1226646,0.766801242,0.715863354,morphology
pid1,control,expt2,135.0,1698.356877,456858.0,52.72852416,0.75505948,0.711486989,morphology
pid1,control,expt2,79.5,1465.126582,231490.0,49.47082911,0.757050633,0.712993631,morphology
pid1,control,expt2,98.0,1468.189744,286297.0,49.98282051,0.7632,0.715005128,morphology
pid1,control,expt2,105.0,1666.789474,348359.0,54.6608134,0.760794258,0.715363636,morphology
pid1,mutant,expt1,102.0,1777.394089,360811.0,53.83825123,0.736433498,0.701211823,morphology
pid1,mutant,expt1,81.0,2574.892385,414557.674,66.82355901,0.736726708,0.72157764,morphology
pid1,mutant,expt1,53.0,1874.608771,196833.921,56.16153333,0.726190476,0.682161905,morphology
pid1,mutant,expt1,74.5,2533.554054,374966.0,64.20324324,0.749790541,0.72575,morphology
pid1,mutant,expt1,12.5,752.8535417,18068.485,30.28008333,0.749041667,0.72425,morphology
pid1,mutant,expt1,31.0,631.4171639,38516.447,25.38522951,0.760967213,0.721327869,morphology
pid1,mutant,expt1,6.5,728.8360833,8746.033,28.10241667,0.7535,0.748,morphology
pid1,mutant,expt1,42.0,831.6967108,69030.827,30.54216867,0.771,0.749626506,morphology
pid1,mutant,expt1,44.5,1599.843011,140786.185,48.588125,0.755102273,0.741125,morphology
pid1,mutant,expt1,92.0,1682.121454,307828.226,45.92279781,0.748748634,0.713672131,morphology
pid1,mutant,expt1,103.5,1983.150485,408529.0,56.15299515,0.753242718,0.727854369,morphology
pid1,mutant,expt1,105.0,1476.578947,308605.0,49.23657895,0.760507177,0.720181818,morphology
pid1,mutant,expt2,83.5,1828.126506,303469.0,55.24026506,0.745433735,0.719475904,morphology
pid1,mutant,expt2,53.0,632.5333333,66416.0,28.05370476,0.779657143,0.740114286,morphology
pid1,mutant,expt2,22.0,231.5813953,9958.0,16.3195814,0.751186047,0.702651163,morphology
pid1,mutant,expt2,27.0,211.1509434,11191.0,14.46715094,0.791622642,0.764641509,morphology
pid1,mutant,expt2,3.0,180.2,901.0,15.076,0.788,0.7204,morphology
pid1,mutant,expt2,2.0,15.33333333,46.0,5.38,0.724333333,0.702,morphology
pid1,mutant,expt2,85.0,3059.005917,516972.0,74.17946746,0.737680473,0.722727811,morphology
pid1,mutant,expt2,69.0,1462.744526,200396.0,49.61478102,0.739875912,0.709540146,morphology
pid1,mutant,expt2,76.0,1407.397351,212517.0,47.57910596,0.73192053,0.712754967,morphology
pid1,mutant,expt2,157.0,1308.645367,409606.0,44.28098403,0.761402556,0.736284345,morphology
pid1,mutant,expt2,103.5,1470.548544,302933.0,50.10247573,0.740912621,0.713300971,morphology
pid1,mutant,expt2,37.0,857.4246575,62592.0,36.79865753,0.772739726,0.725835616,morphology
pid1,mutant,expt2,40.5,1195.3625,95629.0,42.5448875,0.7860125,0.7293125,morphology
pid1,mutant,expt2,38.5,1352.315789,102776.0,47.32621053,0.748934211,0.692157895,morphology
prrx1b,control,expt1,4.5,417.40675,3339.254,24.77925,0.74525,0.714125,morphology
prrx1b,control,expt1,45.0,1468.098247,130660.744,50.41750562,0.736067416,0.69611236,morphology
prrx1b,control,expt1,59.0,2233.682872,261340.896,61.87383761,0.763111111,0.727350427,morphology
prrx1b,control,expt1,28.0,1324.819964,72865.098,46.9206,0.741127273,0.692555556,morphology
prrx1b,control,expt1,69.5,1879.839565,259417.86,57.64457971,0.7245,0.716449275,morphology
prrx1b,control,expt1,45.0,2633.005629,234337.501,69.15060674,0.754044944,0.711449438,morphology
prrx1b,control,expt1,35.5,1711.667371,119816.716,53.6046,0.731071429,0.698828571,morphology
prrx1b,control,expt1,18.0,1235.053514,43226.873,45.88611429,0.726228571,0.6548,morphology
prrx1b,control,expt1,47.5,3325.78083,312623.398,75.11760638,0.724117021,0.6805,morphology
prrx1b,control,expt1,43.5,2472.160965,212605.843,65.22052326,0.750639535,0.708104651,morphology
prrx1b,control,expt1,43.0,1294.133047,110001.309,44.84102353,0.719929412,0.673835294,morphology
prrx1b,control,expt1,64.0,2430.912882,308725.936,64.80126772,0.745173228,0.717661417,morphology
prrx1b,control,expt1,53.5,1438.275953,152457.251,51.23722642,0.731528302,0.69204717,morphology
prrx1b,control,expt1,74.0,3454.644245,507832.704,81.42514966,0.714687075,0.691768707,morphology
prrx1b,control,expt1,94.0,1746.28877,326556.0,57.20020321,0.718855615,0.711160428,morphology
prrx1b,control,expt1,20.5,1017.38205,40695.282,36.7833,0.7779,0.75525,morphology
prrx1b,control,expt1,39.5,2065.852731,161136.513,60.58508974,0.724179487,0.697461538,morphology
prrx1b,control,expt1,57.5,2312.377123,263610.992,66.18624561,0.724982456,0.701131579,morphology
prrx1b,control,expt1,49.0,2397.952031,232601.347,64.28615464,0.739402062,0.710474227,morphology
prrx1b,control,expt1,71.0,2067.14505,291467.452,61.22600709,0.72712766,0.697758865,morphology
prrx1b,control,expt1,48.0,1261.484305,119841.009,46.61473684,0.733810526,0.704526316,morphology
prrx1b,control,expt1,1.0,234.088,234.088,26.005,0.543,0.555,morphology
prrx1b,control,expt1,69.5,2087.595551,288088.186,62.83227536,0.724623188,0.717630435,morphology
prrx1b,control,expt1,57.5,1416.409096,161470.637,50.60208772,0.73145614,0.67595614,morphology
prrx1b,control,expt1,71.0,1290.283688,181930.0,47.03499291,0.759780142,0.72929078,morphology
prrx1b,control,expt1,23.0,252.4417333,11359.878,20.08528889,0.707733333,0.662622222,morphology
prrx1b,control,expt1,63.5,1802.309183,227090.957,57.55448413,0.719571429,0.682190476,morphology
prrx1b,control,expt1,101.0,1448.20398,291089.0,49.09668159,0.713905473,0.674751244,morphology
prrx1b,control,expt1,97.5,1843.634974,357665.185,60.41704639,0.725231959,0.690304124,morphology
prrx1b,control,expt2,34.5,2409.114029,163819.754,66.84770588,0.747705882,0.719985294,morphology
prrx1b,control,expt2,138.5,2867.134058,791329.0,73.07605435,0.733416667,0.695014493,morphology
prrx1b,control,expt2,134.5,2449.835821,656556.0,63.56881716,0.749690299,0.719429104,morphology
prrx1b,control,expt2,82.0,2399.766871,391162.0,66.79111656,0.733257669,0.702417178,morphology
prrx1b,control,expt2,42.5,2507.238095,210608.0,67.38808333,0.739,0.699952381,morphology
prrx1b,control,expt2,53.5,1878.132075,199082.0,57.47934906,0.757801887,0.729830189,morphology
prrx1b,control,expt2,110.0,1647.447489,360791.0,52.57150685,0.75147032,0.727383562,morphology
prrx1b,control,expt2,55.0,1829.87156,199456.0,56.95598165,0.766715596,0.703761468,morphology
prrx1b,control,expt2,51.5,1616.95098,164929.0,53.73419608,0.749264706,0.71995098,morphology
prrx1b,control,expt2,44.0,1235.816092,107516.0,46.2557931,0.748436782,0.716413793,morphology
prrx1b,control,expt2,18.5,2426.770111,87363.724,67.88955556,0.736416667,0.681166667,morphology
prrx1b,control,expt2,44.5,2968.886784,261262.037,75.40530682,0.734954545,0.680534091,morphology
prrx1b,control,expt2,23.5,2569.653717,118204.071,65.86536957,0.734695652,0.716347826,morphology
prrx1b,control,expt2,39.5,1843.665577,143805.915,54.42483333,0.730089744,0.683320513,morphology
prrx1b,control,expt2,34.0,1851.225328,124032.097,56.38801493,0.765358209,0.719880597,morphology
prrx1b,control,expt2,36.5,3588.277736,258355.997,81.8655,0.754263889,0.699222222,morphology
prrx1b,control,expt2,41.5,2819.395671,231190.445,72.02693902,0.738804878,0.712170732,morphology
prrx1b,control,expt2,20.5,1767.717675,70708.707,53.8342,0.773075,0.73885,morphology
prrx1b,control,expt2,11.5,2772.133273,60986.932,65.85240909,0.750454545,0.711636364,morphology
prrx1b,control,expt2,18.0,1310.010886,45850.381,45.25988571,0.769057143,0.698542857,morphology
prrx1b,control,expt2,1.5,62.101,124.202,12.01,0.62,0.767,morphology
prrx1b,control,expt2,1.5,17.0275,34.055,6.1675,0.7195,0.7505,morphology
prrx1b,control,expt2,57.5,4066.333333,463562.0,87.30724561,0.749289474,0.692596491,morphology
prrx1b,control,expt3,72.0,4459.861182,637760.149,90.79726573,0.736,0.698,morphology
prrx1b,control,expt3,42.5,2270.682179,190737.303,58.40561905,0.759119048,0.716797619,morphology
prrx1b,control,expt3,61.0,4126.377992,499291.737,88.00638017,0.74361157,0.716661157,morphology
prrx1b,control,expt3,80.0,3506.817528,557583.987,77.15443396,0.752616352,0.737081761,morphology
prrx1b,control,expt3,46.0,5710.636209,519667.895,100.8350989,0.739164835,0.728461538,morphology
prrx1b,control,expt3,1.5,96.8555,193.711,16.5645,0.5795,0.696,morphology
prrx1b,control,expt3,31.0,1307.553902,79760.788,46.01559016,0.780327869,0.731311475,morphology
prrx1b,control,expt3,23.0,1056.598556,47546.935,39.23128889,0.792288889,0.729888889,morphology
prrx1b,control,expt3,12.0,756.9556957,17409.981,30.46330435,0.813956522,0.781826087,morphology
prrx1b,control,expt3,18.0,1583.290686,55415.174,49.33154286,0.802057143,0.780914286,morphology
prrx1b,control,expt3,26.0,1685.917686,85981.802,51.97931373,0.773588235,0.761098039,morphology
prrx1b,control,expt3,17.5,719.7792353,24472.494,31.99205882,0.789029412,0.762176471,morphology
prrx1b,control,expt3,37.0,1812.14074,132286.274,51.56232877,0.777054795,0.774506849,morphology
prrx1b,mutant,expt2,64.5,4721.068945,604296.825,92.56309375,0.738289063,0.7125625,morphology
prrx1b,mutant,expt2,48.5,3673.780031,352682.883,78.51630208,0.7618125,0.7361875,morphology
prrx1b,mutant,expt2,120.5,2105.770833,505385.0,59.4625375,0.748595833,0.707666667,morphology
prrx1b,mutant,expt2,58.0,2034.611296,233980.299,59.88310435,0.752347826,0.708808696,morphology
prrx1b,mutant,expt2,56.5,3104.380027,347690.563,75.4800625,0.755883929,0.710964286,morphology
prrx1b,mutant,expt2,48.5,2364.325354,226975.234,64.30779167,0.737510417,0.690541667,morphology
prrx1b,mutant,expt2,174.0,2501.746398,868106.0,67.60576657,0.721806916,0.70485879,morphology
prrx1b,mutant,expt2,93.5,1764.096774,328122.0,55.57825269,0.74816129,0.732795699,morphology
prrx1b,mutant,expt2,56.0,3174.291126,352346.315,73.91986486,0.740918919,0.707612613,morphology
prrx1b,mutant,expt2,108.0,1885.446512,405371.0,56.65536744,0.739418605,0.731190698,morphology
prrx1b,mutant,expt2,2.0,30.62066667,91.862,11.279,0.450666667,0.475,morphology
prrx1b,mutant,expt2,68.0,1273.318519,171898.0,46.21141481,0.76,0.718466667,morphology
prrx1b,mutant,expt2,62.5,1561.395161,193613.0,53.04758065,0.739677419,0.693080645,morphology
prrx1b,mutant,expt2,63.0,1925.36,240670.0,59.309856,0.748872,0.715352,morphology
prrx1b,mutant,expt2,47.0,2044.873581,190173.243,56.99348387,0.769419355,0.741473118,morphology
prrx1b,mutant,expt2,3.0,11.1832,55.916,5.8008,0.6702,0.5348,morphology
prrx1b,mutant,expt2,55.5,2890.225745,317924.832,70.98636364,0.750981818,0.698972727,morphology
prrx1b,mutant,expt2,6.0,115.1006364,1266.107,11.64836364,0.762090909,0.626181818,morphology
prrx1b,mutant,expt2,86.5,2046.651163,352024.0,61.49380233,0.743505814,0.723505814,morphology
prrx1b,mutant,expt2,22.0,2012.527023,86538.662,54.85853488,0.770534884,0.704627907,morphology
prrx1b,mutant,expt2,115.5,1579.413043,363265.0,51.40584783,0.75636087,0.716330435,morphology
prrx1b,mutant,expt2,38.5,2154.332789,163729.292,59.20843421,0.757407895,0.739657895,morphology
prrx1b,mutant,expt3,21.0,941.3779024,38596.494,33.55626829,0.744146341,0.709390244,morphology
prrx1b,mutant,expt3,77.0,1754.488928,268436.806,51.84652288,0.764888889,0.726326797,morphology
prrx1b,mutant,expt3,53.5,3347.936462,354881.265,75.68814151,0.764726415,0.736924528,morphology
prrx1b,mutant,expt3,64.5,2825.654867,361683.823,63.30155469,0.763054688,0.728664063,morphology
prrx1b,mutant,expt3,82.0,2207.037423,359747.1,56.93427607,0.752177914,0.713435583,morphology
prrx1b,mutant,expt3,44.0,1558.195793,135563.034,48.51370115,0.765172414,0.693287356,morphology
prrx1b,mutant,expt3,130.5,3665.089058,952923.155,76.53193846,0.738980769,0.704050193,morphology
prrx1b,mutant,expt3,82.5,2906.006177,476585.013,68.79104878,0.74375,0.710963415,morphology
prrx1b,mutant,expt3,104.5,3241.387538,674208.608,76.80028365,0.740807692,0.718725962,morphology
ptenb,control,expt1,28.5,2025.030464,113401.706,53.969125,0.768803571,0.741357143,morphology
ptenb,control,expt1,74.0,2413.0,354711.0,62.50289116,0.737578231,0.689789116,morphology
ptenb,control,expt1,110.5,2806.181818,617360.0,71.91023636,0.74155,0.728090909,morphology
ptenb,control,expt1,21.5,1670.972238,70180.834,51.92854762,0.780428571,0.735690476,morphology
ptenb,control,expt1,83.5,2122.457831,352328.0,56.44935542,0.750481928,0.709006024,morphology
ptenb,control,expt1,31.5,5049.376323,313061.332,95.30725806,0.750854839,0.716258065,morphology
ptenb,control,expt1,28.0,2422.406836,133232.376,59.70761818,0.797490909,0.772981818,morphology
ptenb,control,expt1,42.5,1110.080702,93246.779,38.01444048,0.786797619,0.775892857,morphology
ptenb,control,expt1,46.5,1571.941696,144618.636,47.38881522,0.757304348,0.728197802,morphology
ptenb,control,expt1,42.5,1083.518976,91015.594,41.17791667,0.776190476,0.74277381,morphology
ptenb,control,expt1,68.0,1516.792593,204767.0,49.56646667,0.753925926,0.705459259,morphology
ptenb,control,expt1,54.0,2846.137028,304536.662,68.94349533,0.757009346,0.706850467,morphology
ptenb,control,expt1,9.5,234.3733333,4218.72,16.53483333,0.738611111,0.692555556,morphology
ptenb,control,expt1,11.5,600.915,13220.13,25.35863636,0.750363636,0.732409091,morphology
ptenb,control,expt2,135.5,1061.592593,286630.0,36.45475185,0.785596296,0.738622222,morphology
ptenb,control,expt2,1.5,13.0,26.0,5.657,0.659,0.6875,morphology
ptenb,control,expt2,40.5,495.8625,39669.0,26.7399875,0.7653875,0.718275,morphology
ptenb,control,expt2,1.0,39.0,39.0,10.296,0.645,0.578,morphology
ptenb,control,expt2,42.5,775.3214286,65127.0,31.6444881,0.766785714,0.725607143,morphology
ptenb,control,expt2,152.5,1448.315789,440288.0,48.49219408,0.737039474,0.697898026,morphology
ptenb,control,expt2,127.0,1919.671937,485677.0,58.63306719,0.743592885,0.697150198,morphology
ptenb,control,expt2,116.0,1030.493506,238044.0,37.26530303,0.761354978,0.718008658,morphology
ptenb,control,expt2,81.0,1471.372671,236891.0,49.1226646,0.766801242,0.715863354,morphology
ptenb,control,expt2,135.0,1698.356877,456858.0,52.72852416,0.75505948,0.711486989,morphology
ptenb,control,expt2,79.5,1465.126582,231490.0,49.47082911,0.757050633,0.712993631,morphology
ptenb,control,expt2,98.0,1468.189744,286297.0,49.98282051,0.7632,0.715005128,morphology
ptenb,control,expt2,105.0,1666.789474,348359.0,54.6608134,0.760794258,0.715363636,morphology
ptenb,mutant,expt1,103.5,1471.762136,303183.0,46.63828641,0.748912621,0.728402913,morphology
ptenb,mutant,expt1,72.0,1034.916084,147993.0,40.09688811,0.762776224,0.728195804,morphology
ptenb,mutant,expt1,28.5,648.850875,36335.649,28.24155357,0.718678571,0.673589286,morphology
ptenb,mutant,expt1,9.0,213.1388824,3623.361,16.04194118,0.721117647,0.689411765,morphology
ptenb,mutant,expt1,1.5,192.072,384.144,19.7185,0.7905,0.6915,morphology
ptenb,mutant,expt1,45.5,1845.893167,166130.385,55.21416667,0.754533333,0.723377778,morphology
ptenb,mutant,expt1,87.5,1259.689655,219186.0,44.32625862,0.749022989,0.70983908,morphology
ptenb,mutant,expt1,136.0,1486.937269,402960.0,51.00683764,0.748051661,0.709177122,morphology
ptenb,mutant,expt1,53.5,3878.484557,411119.363,87.82287736,0.71945283,0.659377358,morphology
ptenb,mutant,expt1,51.0,832.5698812,84089.558,33.02219802,0.747514851,0.70953,morphology
ptenb,mutant,expt1,50.5,1151.76368,115176.368,41.00548,0.7378,0.68083,morphology
ptenb,mutant,expt1,116.5,1669.043103,387218.0,52.52768534,0.753435345,0.70875,morphology
ptenb,mutant,expt1,127.5,1079.185039,274113.0,42.42584646,0.745692913,0.698972441,morphology
ptenb,mutant,expt1,83.0,790.5212121,130436.0,33.51952121,0.763539394,0.721393939,morphology
ptenb,mutant,expt2,87.5,1402.45977,244028.0,51.2663908,0.751867816,0.685396552,morphology
ptenb,mutant,expt2,106.5,990.2264151,209928.0,40.56957547,0.755632075,0.717023585,morphology
ptenb,mutant,expt2,25.5,643.02,32151.0,28.546,0.78668,0.74296,morphology
ptenb,mutant,expt2,189.0,1586.549072,598129.0,52.11181432,0.762994695,0.729450928,morphology
ptenb,mutant,expt2,128.5,2613.15625,668968.0,70.33062109,0.733957031,0.699703125,morphology
ptenb,mutant,expt2,69.5,1449.463768,200026.0,49.50352174,0.742753623,0.697768116,morphology
ptenb,mutant,expt2,104.0,1441.512077,298393.0,47.59743961,0.748415459,0.738429952,morphology
ptenb,mutant,expt2,99.5,934.7575758,185082.0,38.6509798,0.748969697,0.709873737,morphology
ptenb,mutant,expt2,104.0,1251.439614,259048.0,47.1063285,0.738091787,0.722700483,morphology
ptenb,mutant,expt2,107.5,1276.35514,273140.0,47.71853738,0.733271028,0.697920561,morphology
ptenb,mutant,expt2,126.0,868.5179283,217998.0,38.60850996,0.733689243,0.706641434,morphology
ptprdb,control,expt1,11.0,697.6096667,14649.803,29.39128571,0.771904762,0.730761905,morphology
ptprdb,control,expt1,5.5,731.1992,7311.992,29.3815,0.7829,0.7738,morphology
ptprdb,control,expt1,27.0,1435.263358,76068.958,44.53462264,0.779169811,0.758132075,morphology
ptprdb,control,expt1,70.5,2310.934729,323530.862,60.61055714,0.759,0.735414286,morphology
ptprdb,control,expt1,70.5,2619.285286,366699.94,64.8353,0.760128571,0.732757143,morphology
ptprdb,control,expt1,66.0,1966.099672,257559.057,55.938,0.745900763,0.70859542,morphology
ptprdb,control,expt1,30.5,971.88075,58312.845,36.18043333,0.762116667,0.70865,morphology
ptprdb,control,expt1,48.5,2520.337292,241952.38,66.00045833,0.762729167,0.73603125,morphology
ptprdb,control,expt1,73.0,2347.250414,340351.31,61.4774,0.773882759,0.747489655,morphology
ptprdb,control,expt1,40.5,2069.157413,165532.593,57.913075,0.762325,0.69465,morphology
