gene,genotype,experiment,value,measure
ptprdb,control,expt1,9.0,droplet_count
ptprdb,control,expt1,5.5,droplet_count
ptprdb,control,expt1,24.0,droplet_count
ptprdb,control,expt1,13.0,droplet_count
ptprdb,control,expt2,20.5,droplet_count
ptprdb,control,expt2,22.0,droplet_count
ptprdb,control,expt2,35.5,droplet_count
ptprdb,control,expt2,35.0,droplet_count
ptprdb,control,expt2,37.0,droplet_count
ptprdb,control,expt2,29.0,droplet_count
ptprdb,control,expt2,59.0,droplet_count
ptprdb,control,expt2,52.0,droplet_count
ptprdb,control,expt2,31.5,droplet_count
ptprdb,control,expt2,56.0,droplet_count
ptprdb,control,expt2,3.0,droplet_count
ptprdb,control,expt2,1.0,droplet_count
ptprdb,control,expt2,11.0,droplet_count
ptprdb,control,expt2,4.0,droplet_count
ptprdb,control,expt2,21.5,droplet_count
ptprdb,control,expt2,27.5,droplet_count
ptprdb,control,expt2,40.0,droplet_count
ptprdb,mutant,expt1,1.5,droplet_count
ptprdb,mutant,expt1,58.0,droplet_count
ptprdb,mutant,expt1,50.0,droplet_count
ptprdb,mutant,expt1,68.0,droplet_count
ptprdb,mutant,expt1,44.5,droplet_count
ptprdb,mutant,expt1,42.0,droplet_count
ptprdb,mutant,expt1,17.5,droplet_count
ptprdb,mutant,expt1,4.5,droplet_count
ptprdb,mutant,expt1,7.0,droplet_count
ptprdb,mutant,expt1,45.5,droplet_count
ptprdb,mutant,expt1,16.5,droplet_count
ptprdb,mutant,expt1,58.0,droplet_count
ptprdb,mutant,expt1,54.5,droplet_count
ptprdb,mutant,expt2,36.0,droplet_count
ptprdb,mutant,expt2,32.0,droplet_count
ptprdb,mutant,expt2,43.0,droplet_count
ptprdb,mutant,expt2,2.0,droplet_count
ptprdb,mutant,expt2,46.0,droplet_count
ptprdb,mutant,expt2,53.0,droplet_count
ptprdb,mutant,expt2,52.5,droplet_count
ptprdb,mutant,expt2,77.0,droplet_count
ptprdb,mutant,expt2,1.0,droplet_count
ptprdb,mutant,expt2,22.0,droplet_count
ptprdb,mutant,expt2,8.0,droplet_count
ptprga,control,expt1,11.0,droplet_count
ptprga,control,expt1,5.5,droplet_count
ptprga,control,expt1,27.0,droplet_count
ptprga,control,expt1,70.5,droplet_count
ptprga,control,expt1,70.5,droplet_count
ptprga,control,expt1,66.0,droplet_count
ptprga,control,expt1,30.5,droplet_count
ptprga,control,expt1,48.5,droplet_count
ptprga,control,expt1,73.0,droplet_count
ptprga,control,expt1,40.5,droplet_count
ptprga,control,expt1,6.5,droplet_count
ptprga,control,expt1,65.5,droplet_count
ptprga,control,expt1,12.5,droplet_count
ptprga,control,expt1,6.5,droplet_count
ptprga,control,expt1,9.0,droplet_count
ptprga,control,expt1,5.5,droplet_count
ptprga,control,expt1,24.0,droplet_count
ptprga,control,expt1,13.0,droplet_count
ptprga,control,expt2,20.5,droplet_count
ptprga,control,expt2,22.0,droplet_count
ptprga,control,expt2,35.5,droplet_count
ptprga,control,expt2,35.0,droplet_count
ptprga,control,expt2,37.0,droplet_count
ptprga,control,expt2,29.0,droplet_count
ptprga,control,expt2,59.0,droplet_count
ptprga,control,expt2,52.0,droplet_count
ptprga,control,expt2,31.5,droplet_count
ptprga,control,expt2,56.0,droplet_count
ptprga,control,expt2,3.0,droplet_count
ptprga,control,expt2,1.0,droplet_count
ptprga,control,expt2,11.0,droplet_count
ptprga,control,expt2,4.0,droplet_count
ptprga,control,expt2,21.5,droplet_count
ptprga,control,expt2,27.5,droplet_count
ptprga,control,expt2,40.0,droplet_count
ptprga,mutant,expt1,18.5,droplet_count
ptprga,mutant,expt1,37.0,droplet_count
ptprga,mutant,expt1,55.5,droplet_count
ptprga,mutant,expt1,60.5,droplet_count
ptprga,mutant,expt1,78.0,droplet_count
ptprga,mutant,expt1,37.5,droplet_count
ptprga,mutant,expt1,81.5,droplet_count
ptprga,mutant,expt1,49.0,droplet_count
ptprga,mutant,expt1,43.5,droplet_count
ptprga,mutant,expt1,63.5,droplet_count
ptprga,mutant,expt1,7.0,droplet_count
ptprga,mutant,expt1,20.0,droplet_count
ptprga,mutant,expt1,8.0,droplet_count
ptprga,mutant,expt1,20.5,droplet_count
ptprga,mutant,expt1,41.0,droplet_count
ptprga,mutant,expt1,13.5,droplet_count
ptprga,mutant,expt1,24.0,droplet_count
ptprga,mutant,expt1,4.5,droplet_count
ptprga,mutant,expt2,22.5,droplet_count
ptprga,mutant,expt2,8.0,droplet_count
ptprga,mutant,expt2,40.0,droplet_count
ptprga,mutant,expt2,24.5,droplet_count
ptprga,mutant,expt2,78.5,droplet_count
ptprga,mutant,expt2,82.5,droplet_count
ptprga,mutant,expt2,66.0,droplet_count
ptprga,mutant,expt2,73.5,droplet_count
ptprga,mutant,expt2,43.5,droplet_count
ptprga,mutant,expt2,74.5,droplet_count
ptprga,mutant,expt2,1.0,droplet_count
ptprga,mutant,expt2,4.5,droplet_count
ptprga,mutant,expt2,6.0,droplet_count
ptprga,mutant,expt2,21.0,droplet_count
ptprga,mutant,expt2,25.0,droplet_count
ptprga,mutant,expt2,27.0,droplet_count
ptprga,mutant,expt2,15.0,droplet_count
runx1t1,control,expt1,44.0,droplet_count
runx1t1,control,expt1,12.0,droplet_count
runx1t1,control,expt1,16.0,droplet_count
runx1t1,control,expt1,2.5,droplet_count
runx1t1,control,expt1,70.5,droplet_count
runx1t1,control,expt1,18.0,droplet_count
runx1t1,control,expt1,89.5,droplet_count
runx1t1,control,expt1,1.0,droplet_count
runx1t1,control,expt1,1.0,droplet_count
runx1t1,control,expt1,3.5,droplet_count
runx1t1,control,expt1,27.0,droplet_count
runx1t1,control,expt1,17.0,droplet_count
runx1t1,control,expt1,17.0,droplet_count
runx1t1,control,expt1,18.5,droplet_count
runx1t1,mutant,expt1,1.5,droplet_count
runx1t1,mutant,expt1,59.5,droplet_count
runx1t1,mutant,expt1,42.5,droplet_count
runx1t1,mutant,expt1,147.0,droplet_count
runx1t1,mutant,expt1,10.0,droplet_count
runx1t1,mutant,expt1,1.0,droplet_count
runx1t1,mutant,expt1,10.0,droplet_count
runx1t1,mutant,expt1,43.0,droplet_count
runx1t1,mutant,expt1,57.5,droplet_count
runx1t1,mutant,expt1,61.5,droplet_count
runx1t1,mutant,expt2,32.5,droplet_count
runx1t1,mutant,expt2,3.0,droplet_count
runx1t1,mutant,expt2,61.0,droplet_count
runx1t1,mutant,expt2,63.0,droplet_count
runx1t1,mutant,expt2,95.5,droplet_count
runx1t1,mutant,expt2,2.0,droplet_count
runx1t1,mutant,expt2,24.0,droplet_count
runx1t1,mutant,expt2,8.0,droplet_count
runx1t1,mutant,expt2,34.5,droplet_count
runx1t1,mutant,expt2,27.5,droplet_count
runx1t1,mutant,expt2,29.0,droplet_count
runx1t1,mutant,expt2,40.5,droplet_count
runx1t1,control,expt2,22.5,droplet_count
runx1t1,control,expt2,36.0,droplet_count
runx1t1,control,expt2,20.5,droplet_count
runx1t1,control,expt2,52.5,droplet_count
runx1t1,control,expt2,36.5,droplet_count
runx1t1,control,expt2,45.5,droplet_count
runx1t1,control,expt2,67.5,droplet_count
runx1t1,control,expt2,59.5,droplet_count
runx1t1,control,expt2,74.5,droplet_count
runx1t1,control,expt2,13.0,droplet_count
runx1t1,control,expt2,9.5,droplet_count
runx1t1,control,expt2,1.0,droplet_count
runx1t1,control,expt2,32.5,droplet_count
runx1t1,control,expt2,16.5,droplet_count
runx1t1,control,expt2,4.5,droplet_count
sdk1a,control,expt1,44.0,droplet_count
sdk1a,control,expt1,12.0,droplet_count
sdk1a,control,expt1,16.0,droplet_count
sdk1a,control,expt1,2.5,droplet_count
sdk1a,control,expt1,70.5,droplet_count
sdk1a,control,expt1,18.0,droplet_count
sdk1a,control,expt1,89.5,droplet_count
sdk1a,control,expt1,1.0,droplet_count
sdk1a,control,expt1,1.0,droplet_count
sdk1a,control,expt1,3.5,droplet_count
sdk1a,control,expt1,27.0,droplet_count
sdk1a,control,expt1,17.0,droplet_count
sdk1a,control,expt1,17.0,droplet_count
sdk1a,control,expt1,18.5,droplet_count
sdk1a,mutant,expt1,23.5,droplet_count
sdk1a,mutant,expt1,36.5,droplet_count
sdk1a,mutant,expt1,60.5,droplet_count
sdk1a,mutant,expt1,85.5,droplet_count
sdk1a,mutant,expt1,65.5,droplet_count
sdk1a,mutant,expt1,1.0,droplet_count
sdk1a,mutant,expt1,37.0,droplet_count
sdk1a,mutant,expt1,35.5,droplet_count
sdk1a,mutant,expt1,39.0,droplet_count
sdk1a,mutant,expt1,34.5,droplet_count
sdk1a,mutant,expt1,21.0,droplet_count
sdk1a,mutant,expt1,46.0,droplet_count
sdk1a,mutant,expt2,9.0,droplet_count
sdk1a,mutant,expt2,50.0,droplet_count
sdk1a,mutant,expt2,57.0,droplet_count
sdk1a,mutant,expt2,81.5,droplet_count
sdk1a,mutant,expt2,74.5,droplet_count
sdk1a,mutant,expt2,3.0,droplet_count
sdk1a,mutant,expt2,17.5,droplet_count
sdk1a,mutant,expt2,26.5,droplet_count
sdk1a,mutant,expt2,32.5,droplet_count
sdk1a,mutant,expt2,42.5,droplet_count
sdk1a,mutant,expt2,78.0,droplet_count
sdk1a,mutant,expt2,60.0,droplet_count
sdk1a,mutant,expt2,55.0,droplet_count
sdk1a,control,expt2,22.5,droplet_count
sdk1a,control,expt2,36.0,droplet_count
sdk1a,control,expt2,20.5,droplet_count
sdk1a,control,expt2,52.5,droplet_count
sdk1a,control,expt2,36.5,droplet_count
sdk1a,control,expt2,45.5,droplet_count
sdk1a,control,expt2,67.5,droplet_count
sdk1a,control,expt2,59.5,droplet_count
sdk1a,control,expt2,74.5,droplet_count
sdk1a,control,expt2,13.0,droplet_count
sdk1a,control,expt2,9.5,droplet_count
sdk1a,control,expt2,1.0,droplet_count
sdk1a,control,expt2,32.5,droplet_count
sdk1a,control,expt2,16.5,droplet_count
sdk1a,control,expt2,4.5,droplet_count
sparc,control,expt1,2.0,droplet_count
sparc,control,expt1,24.5,droplet_count
sparc,control,expt1,48.0,droplet_count
sparc,control,expt1,35.5,droplet_count
sparc,control,expt1,25.0,droplet_count
sparc,control,expt1,77.0,droplet_count
sparc,control,expt1,120.5,droplet_count
sparc,control,expt1,2.0,droplet_count
sparc,control,expt1,1.5,droplet_count
sparc,control,expt1,1.0,droplet_count
sparc,control,expt1,33.0,droplet_count
sparc,control,expt2,31.5,droplet_count
sparc,control,expt2,18.0,droplet_count
sparc,control,expt2,7.0,droplet_count
sparc,control,expt2,30.5,droplet_count
sparc,control,expt2,25.5,droplet_count
sparc,control,expt2,68.0,droplet_count
sparc,control,expt2,46.5,droplet_count
sparc,control,expt2,31.5,droplet_count
sparc,control,expt2,88.5,droplet_count
sparc,control,expt2,5.0,droplet_count
sparc,control,expt2,1.0,droplet_count
sparc,control,expt2,1.0,droplet_count
sparc,control,expt2,1.0,droplet_count
sparc,mutant,expt1,94.0,droplet_count
sparc,mutant,expt1,35.0,droplet_count
sparc,mutant,expt1,103.5,droplet_count
sparc,mutant,expt1,128.0,droplet_count
sparc,mutant,expt1,55.0,droplet_count
sparc,mutant,expt1,1.0,droplet_count
sparc,mutant,expt1,38.5,droplet_count
sparc,mutant,expt1,5.5,droplet_count
sparc,mutant,expt1,35.5,droplet_count
sparc,mutant,expt1,20.5,droplet_count
sparc,mutant,expt2,1.5,droplet_count
sparc,mutant,expt2,18.5,droplet_count
sparc,mutant,expt2,59.0,droplet_count
sparc,mutant,expt2,30.0,droplet_count
sparc,mutant,expt2,27.5,droplet_count
sparc,mutant,expt2,48.0,droplet_count
sparc,mutant,expt2,85.0,droplet_count
sparc,mutant,expt2,6.5,droplet_count
sparc,mutant,expt2,3.0,droplet_count
sparc,mutant,expt2,22.0,droplet_count
sparc,mutant,expt2,3.5,droplet_count
sparc,mutant,expt2,27.0,droplet_count
sparc,mutant,expt2,1.0,droplet_count
srpx,control,expt1,72.0,droplet_count
srpx,control,expt1,42.5,droplet_count
srpx,control,expt1,61.0,droplet_count
srpx,control,expt1,80.0,droplet_count
srpx,control,expt1,46.0,droplet_count
srpx,control,expt1,1.5,droplet_count
srpx,control,expt1,31.0,droplet_count
srpx,control,expt1,23.0,droplet_count
srpx,control,expt1,12.0,droplet_count
srpx,control,expt1,18.0,droplet_count
srpx,control,expt1,26.0,droplet_count
srpx,control,expt1,17.5,droplet_count
srpx,control,expt1,37.0,droplet_count
srpx,mutant,expt1,75.5,droplet_count
srpx,mutant,expt1,82.5,droplet_count
srpx,mutant,expt1,25.0,droplet_count
srpx,mutant,expt1,2.0,droplet_count
srpx,mutant,expt1,16.0,droplet_count
srpx,mutant,expt1,1.0,droplet_count
srpx,mutant,expt1,58.0,droplet_count
srpx,mutant,expt1,42.0,droplet_count
srpx,mutant,expt1,70.5,droplet_count
srpx,mutant,expt1,139.0,droplet_count
srpx,mutant,expt1,57.0,droplet_count
srpx,mutant,expt2,4.0,droplet_count
srpx,mutant,expt2,29.0,droplet_count
srpx,mutant,expt2,131.0,droplet_count
srpx,mutant,expt2,81.0,droplet_count
srpx,mutant,expt2,86.0,droplet_count
srpx,mutant,expt2,64.0,droplet_count
srpx,mutant,expt2,74.5,droplet_count
srpx,mutant,expt2,109.0,droplet_count
srpx,mutant,expt2,89.0,droplet_count
tbx15,control,expt1,2.0,droplet_count
tbx15,control,expt1,24.5,droplet_count
tbx15,control,expt1,48.0,droplet_count
tbx15,control,expt1,35.5,droplet_count
tbx15,control,expt1,25.0,droplet_count
tbx15,control,expt1,77.0,droplet_count
tbx15,control,expt1,120.5,droplet_count
tbx15,control,expt1,2.0,droplet_count
tbx15,control,expt1,1.5,droplet_count
tbx15,control,expt1,1.0,droplet_count
tbx15,control,expt1,33.0,droplet_count
tbx15,control,expt2,31.5,droplet_count
tbx15,control,expt2,18.0,droplet_count
tbx15,control,expt2,7.0,droplet_count
tbx15,control,expt2,30.5,droplet_count
tbx15,control,expt2,25.5,droplet_count
tbx15,control,expt2,68.0,droplet_count
tbx15,control,expt2,46.5,droplet_count
tbx15,control,expt2,31.5,droplet_count
tbx15,control,expt2,88.5,droplet_count
tbx15,control,expt2,5.0,droplet_count
tbx15,control,expt2,1.0,droplet_count
tbx15,control,expt2,1.0,droplet_count
tbx15,control,expt2,1.0,droplet_count
tbx15,mutant,expt1,27.0,droplet_count
tbx15,mutant,expt1,45.5,droplet_count
tbx15,mutant,expt1,89.0,droplet_count
tbx15,mutant,expt1,9.0,droplet_count
tbx15,mutant,expt1,18.5,droplet_count
tbx15,mutant,expt1,53.5,droplet_count
tbx15,mutant,expt1,44.5,droplet_count
tbx15,mutant,expt1,72.5,droplet_count
tbx15,mutant,expt1,89.5,droplet_count
tbx15,mutant,expt2,7.0,droplet_count
tbx15,mutant,expt2,8.5,droplet_count
tbx15,mutant,expt2,27.5,droplet_count
tbx15,mutant,expt2,41.0,droplet_count
tbx15,mutant,expt2,26.5,droplet_count
tbx15,mutant,expt2,45.5,droplet_count
tbx15,mutant,expt2,29.5,droplet_count
tbx15,mutant,expt2,62.0,droplet_count
tmem115,control,expt1,28.5,droplet_count
tmem115,control,expt1,74.0,droplet_count
tmem115,control,expt1,110.5,droplet_count
tmem115,control,expt1,21.5,droplet_count
tmem115,control,expt1,83.5,droplet_count
tmem115,control,expt1,31.5,droplet_count
tmem115,control,expt1,28.0,droplet_count
tmem115,control,expt1,42.5,droplet_count
tmem115,control,expt1,46.5,droplet_count
tmem115,control,expt1,42.5,droplet_count
tmem115,control,expt1,68.0,droplet_count
tmem115,control,expt1,54.0,droplet_count
tmem115,control,expt1,9.5,droplet_count
tmem115,control,expt1,11.5,droplet_count
tmem115,control,expt2,135.5,droplet_count
tmem115,control,expt2,1.5,droplet_count
tmem115,control,expt2,40.5,droplet_count
tmem115,control,expt2,1.0,droplet_count
tmem115,control,expt2,42.5,droplet_count
tmem115,control,expt2,152.5,droplet_count
tmem115,control,expt2,127.0,droplet_count
tmem115,control,expt2,116.0,droplet_count
tmem115,control,expt2,81.0,droplet_count
tmem115,control,expt2,135.0,droplet_count
tmem115,control,expt2,79.5,droplet_count
tmem115,control,expt2,98.0,droplet_count
tmem115,control,expt2,105.0,droplet_count
tmem115,mutant,expt1,29.0,droplet_count
tmem115,mutant,expt1,105.5,droplet_count
tmem115,mutant,expt1,60.0,droplet_count
tmem115,mutant,expt1,68.5,droplet_count
tmem115,mutant,expt1,131.0,droplet_count
tmem115,mutant,expt1,82.5,droplet_count
tmem115,mutant,expt1,58.0,droplet_count
tmem115,mutant,expt1,115.0,droplet_count
tmem115,mutant,expt1,78.0,droplet_count
tmem115,mutant,expt1,1.5,droplet_count
tmem115,mutant,expt1,46.0,droplet_count
tmem115,mutant,expt1,36.5,droplet_count
tmem115,mutant,expt1,43.0,droplet_count
tmem115,mutant,expt1,64.0,droplet_count
tmem115,mutant,expt1,86.0,droplet_count
tmem115,mutant,expt2,84.0,droplet_count
tmem115,mutant,expt2,18.5,droplet_count
tmem115,mutant,expt2,76.0,droplet_count
tmem115,mutant,expt2,21.5,droplet_count
tmem115,mutant,expt2,21.5,droplet_count
tmem115,mutant,expt2,58.0,droplet_count
tmem115,mutant,expt2,83.0,droplet_count
tmem115,mutant,expt2,95.0,droplet_count
tmem115,mutant,expt2,144.0,droplet_count
tmem115,mutant,expt2,90.5,droplet_count
tmem115,mutant,expt2,88.5,droplet_count
tmem115,mutant,expt2,87.0,droplet_count
tmem115,mutant,expt2,74.0,droplet_count
tmem115,mutant,expt2,78.5,droplet_count
txnipa,control,expt1,50.5,droplet_count
txnipa,control,expt1,31.0,droplet_count
txnipa,control,expt1,50.5,droplet_count
txnipa,control,expt1,67.5,droplet_count
txnipa,control,expt1,67.5,droplet_count
txnipa,control,expt1,84.0,droplet_count
txnipa,control,expt1,100.5,droplet_count
txnipa,control,expt1,122.0,droplet_count
txnipa,control,expt1,2.0,droplet_count
txnipa,control,expt1,9.0,droplet_count
txnipa,control,expt1,1.0,droplet_count
txnipa,control,expt1,7.0,droplet_count
txnipa,control,expt1,45.0,droplet_count
txnipa,control,expt1,43.5,droplet_count
txnipa,control,expt1,38.5,droplet_count
txnipa,control,expt1,32.0,droplet_count
txnipa,control,expt2,46.0,droplet_count
txnipa,control,expt2,35.0,droplet_count
txnipa,control,expt2,48.5,droplet_count
txnipa,control,expt2,79.0,droplet_count
txnipa,control,expt2,28.5,droplet_count
txnipa,control,expt2,57.0,droplet_count
txnipa,control,expt2,109.5,droplet_count
txnipa,control,expt2,92.5,droplet_count
txnipa,control,expt2,42.5,droplet_count
txnipa,control,expt2,77.0,droplet_count
txnipa,control,expt2,2.0,droplet_count
txnipa,control,expt2,4.0,droplet_count
txnipa,control,expt2,7.0,droplet_count
txnipa,control,expt2,2.5,droplet_count
txnipa,control,expt2,13.0,droplet_count
txnipa,control,expt2,15.5,droplet_count
txnipa,control,expt2,27.0,droplet_count
txnipa,control,expt2,54.5,droplet_count
txnipa,mutant,expt1,13.5,droplet_count
txnipa,mutant,expt1,62.0,droplet_count
txnipa,mutant,expt1,97.5,droplet_count
txnipa,mutant,expt1,35.5,droplet_count
txnipa,mutant,expt1,28.5,droplet_count
txnipa,mutant,expt1,33.0,droplet_count
txnipa,mutant,expt1,84.5,droplet_count
txnipa,mutant,expt1,80.5,droplet_count
txnipa,mutant,expt1,94.5,droplet_count
txnipa,mutant,expt1,92.5,droplet_count
txnipa,mutant,expt1,107.5,droplet_count
txnipa,mutant,expt2,1.0,droplet_count
txnipa,mutant,expt2,87.0,droplet_count
txnipa,mutant,expt2,63.5,droplet_count
txnipa,mutant,expt2,34.5,droplet_count
txnipa,mutant,expt2,84.0,droplet_count
txnipa,mutant,expt2,2.5,droplet_count
txnipa,mutant,expt2,4.0,droplet_count
txnipa,mutant,expt2,15.5,droplet_count
txnipa,mutant,expt2,40.0,droplet_count
txnipa,mutant,expt2,52.0,droplet_count
txnipa,mutant,expt2,85.0,droplet_count
txnipa,mutant,expt2,42.5,droplet_count
txnipa,mutant,expt2,65.0,droplet_count
aspa,control,expt2,1119.846154,mean_droplet_area
aspa,control,expt2,576.4637681,mean_droplet_area
aspa,control,expt2,1056.885417,mean_droplet_area
aspa,control,expt2,1189.044586,mean_droplet_area
aspa,control,expt2,584.7857143,mean_droplet_area
aspa,control,expt2,1520.495575,mean_droplet_area
aspa,control,expt2,1324.412844,mean_droplet_area
aspa,control,expt2,865.1793478,mean_droplet_area
aspa,control,expt2,752.8095238,mean_droplet_area
aspa,control,expt2,1410.908497,mean_droplet_area
aspa,control,expt2,85.0,mean_droplet_area
aspa,control,expt2,134.8571429,mean_droplet_area
aspa,control,expt2,623.4615385,mean_droplet_area
aspa,control,expt2,140.25,mean_droplet_area
aspa,control,expt2,386.92,mean_droplet_area
aspa,control,expt2,362.0,mean_droplet_area
aspa,control,expt2,588.245283,mean_droplet_area
aspa,control,expt2,629.3333333,mean_droplet_area
aspa,mutant,expt2,17.0,mean_droplet_area
aspa,mutant,expt2,371.75,mean_droplet_area
aspa,mutant,expt2,1034.508475,mean_droplet_area
aspa,mutant,expt2,832.9021739,mean_droplet_area
aspa,mutant,expt2,1865.159574,mean_droplet_area
aspa,mutant,expt2,1239.834711,mean_droplet_area
aspa,mutant,expt2,2083.888158,mean_droplet_area
aspa,mutant,expt2,1903.340102,mean_droplet_area
aspa,mutant,expt2,2666.329545,mean_droplet_area
aspa,mutant,expt2,823.1011236,mean_droplet_area
aspa,mutant,expt2,2124.607692,mean_droplet_area
aspa,mutant,expt2,92.0,mean_droplet_area
aspa,mutant,expt2,17.5,mean_droplet_area
aspa,mutant,expt2,251.0,mean_droplet_area
aspa,mutant,expt2,274.0,mean_droplet_area
aspa,mutant,expt2,1071.522388,mean_droplet_area
aspa,mutant,expt2,1302.617647,mean_droplet_area
cacnb4a,control,expt1,1598.995253,mean_droplet_area
cacnb4a,control,expt1,44.55891304,mean_droplet_area
cacnb4a,control,expt1,1381.702613,mean_droplet_area
cacnb4a,control,expt1,63.524,mean_droplet_area
cacnb4a,control,expt1,2986.793029,mean_droplet_area
cacnb4a,control,expt1,402.9513429,mean_droplet_area
cacnb4a,control,expt1,2432.879927,mean_droplet_area
cacnb4a,control,expt1,29.955,mean_droplet_area
cacnb4a,control,expt1,613.084,mean_droplet_area
cacnb4a,control,expt1,13.31333333,mean_droplet_area
cacnb4a,control,expt1,1034.642321,mean_droplet_area
cacnb4a,control,expt1,1287.611,mean_droplet_area
cacnb4a,control,expt1,479.6648182,mean_droplet_area
cacnb4a,control,expt1,490.3213056,mean_droplet_area
cacnb4a,mutant,expt1,84.873125,mean_droplet_area
cacnb4a,mutant,expt1,1489.119211,mean_droplet_area
cacnb4a,mutant,expt1,173.9233,mean_droplet_area
cacnb4a,mutant,expt1,97.56608333,mean_droplet_area
cacnb4a,mutant,expt1,1450.448825,mean_droplet_area
cacnb4a,mutant,expt1,1048.055814,mean_droplet_area
cacnb4a,mutant,expt1,3401.905614,mean_droplet_area
cacnb4a,mutant,expt1,2393.296246,mean_droplet_area
cacnb4a,mutant,expt1,325.01425,mean_droplet_area
cacnb4a,mutant,expt1,325.2061538,mean_droplet_area
cacnb4a,mutant,expt1,457.4592143,mean_droplet_area
cacnb4a,mutant,expt1,3974.146259,mean_droplet_area
cacnb4a,mutant,expt1,2015.0208,mean_droplet_area
